Formulario,nom_hum,reg_jur,asp,cat_manejo,nombre_asp,nom_cuenc,tipo_hum,clase_hum,nat_art,Perimetro_m,Area_Has
6841,Negra Forra Boca Coronado - Brava HNTS 36,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1069.083791,2.652143797
3039,Manglar Boca Coronado - Brava HNTS 8,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,11121.1349,100.4005814
3040,Manglar Boca Coronado - Brava HNTS 9,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,23598.84633,143.1382923
3041,Manglar Boca Coronado - Brava HNTS 10,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,17008.16001,235.7987959
3252,Negra Forra Boca Coronado - Brava HNTS 34,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1823.869744,6.194553046
3043,Manglar Boca Coronado - Brava HNTS 11,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,8689.097458,121.0952332
6842,Negra Forra Boca Coronado - Brava HNTS 37,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,750.210844,1.635994947
3061,Manglar Boca Coronado - Brava HNTS 28,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6882.825521,121.8269959
3044,Manglar Boca Coronado - Brava HNTS 12,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,3838.609116,31.6537773
3045,Manglar Boca Coronado - Brava HNTS 13,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6149.4817,123.8596107
3046,Manglar Boca Coronado - Brava HNTS 14,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2634.678324,9.135986157
3047,Manglar Boca Coronado - Brava HNTS 15,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,5583.418077,124.1214786
6843,Negra Forra Boca Coronado - Brava HNTS 38,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1665.575069,5.680547206
3049,Manglar Boca Coronado - Brava HNTS 16,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,13774.56938,176.3557683
3050,Manglar Boca Coronado - Brava HNTS 17,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6385.878763,30.36741873
3051,Manglar Boca Coronado - Brava HNTS 18,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6071.990976,45.23550564
3053,Manglar Boca Coronado - Brava HNTS 20,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2321.288741,18.41824854
3052,Manglar Boca Coronado - Brava HNTS 19,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1723.896987,10.47140938
3054,Manglar Boca Coronado - Brava HNTS 21,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2004.204504,8.491251142
3055,Manglar Boca Coronado - Brava HNTS 22,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,17285.29602,99.04946999
3056,Manglar Boca Coronado - Brava HNTS 23,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,5615.224972,47.30921226
3057,Manglar Boca Coronado - Brava HNTS 24,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,4518.601153,25.3358105
3059,Manglar Boca Coronado - Brava HNTS 26,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6347.017956,91.84242641
3058,Manglar Boca Coronado - Brava HNTS 25,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,10266.73504,211.5903564
3060,Manglar Boca Coronado - Brava HNTS 27,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,4157.2624,86.06990147
3062,Manglar Boca Coronado - Brava HNTS 29,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,9098.536025,95.31259739
3063,Negra Forra Boca Coronado - Brava HNTS 1,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,4567.249741,20.95462867
3064,Negra Forra Boca Coronado - Brava HNTS 2,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1421.896575,1.943219528
3065,Negra Forra Boca Coronado - Brava HNTS 3,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,4383.591817,39.35566157
3066,Negra Forra Boca Coronado - Brava HNTS 4,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,5233.783928,41.57099502
3067,Negra Forra Boca Coronado - Brava HNTS 5,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,535.0562988,0.7780147955
3068,Negra Forra Boca Coronado - Brava HNTS 6,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1566.525579,4.663921657
3069,Negra Forra Boca Coronado - Brava HNTS 7,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2007.563641,4.473829399
3070,Negra Forra Boca Coronado - Brava HNTS 8,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1216.768256,1.804950494
3071,Negra Forra Boca Coronado - Brava HNTS 9,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,911.0297904,1.165803944
3072,Negra Forra Boca Coronado - Brava HNTS 10,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,447.3791856,0.801514457
3073,Negra Forra Boca Coronado - Brava HNTS 11,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,515.6142333,0.4349319891
3074,Negra Forra Boca Coronado - Brava HNTS 12,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,543.954465,0.5697405602
3075,Negra Forra Boca Coronado - Brava HNTS 13,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,639.0399425,0.5509947555
5184,Negra Forra Boca Coronado - Brava HNTS 35,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,7614.474081,66.02984444
3077,Negra Forra Boca Coronado - Brava HNTS 15,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2504.113815,17.41190571
3078,Negra Forra Boca Coronado - Brava HNTS 16,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,3454.305974,14.39459054
3079,Negra Forra Boca Coronado - Brava HNTS 17,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1686.249001,4.563949727
3080,Negra Forra Boca Coronado - Brava HNTS 18,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1532.058734,6.960929227
3081,Negra Forra Boca Coronado - Brava HNTS 19,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2845.366526,8.289897295
3082,Negra Forra Boca Coronado - Brava HNTS 20,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,645.6570404,1.059919115
3083,Negra Forra Boca Coronado - Brava HNTS 21,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,527.2080824,0.9369047186
7812,Negra Forra Boca Coronado - Brava HNTS 22,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,8365.769631,63.26499115
3084,Negra Forra Boca Coronado - Brava HNTS 23,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1307.748953,4.985929441
9161,Negra Forra Boca Coronado - Brava HNTS 24,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,266.5199973,0.2342721232
3085,Negra Forra Boca Coronado - Brava HNTS 25,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,160.7216412,0.1208470382
3086,Negra Forra Boca Coronado - Brava HNTS 26,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2311.70645,10.3019723
3087,Negra Forra Boca Coronado - Brava HNTS 27,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2379.438585,11.97713254
3088,Negra Forra Boca Coronado - Brava HNTS 28,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1519.275323,6.724916235
3090,Negra Forra Boca Coronado - Brava HNTS 30,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,361.2498961,0.7236677016
3091,Negra Forra Boca Coronado - Brava HNTS 31,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,978.9475979,1.784883554
3092,Negra Forra Boca Coronado - Brava HNTS 32,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1143.381334,5.417536405
3089,Negra Forra Boca Coronado - Brava HNTS 29,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,900.7672054,2.852893446
3093,Negra Forra Boca Coronado - Brava HNTS 33,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,427.5820376,1.12613645
3094,Manglar Boca Coronado - Brava HNTS 30,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,861.8398558,3.601272753
3095,Manglar Boca Coronado - Brava HNTS 31,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,491.0499175,1.636374325
3096,Manglar Boca Coronado - Brava HNTS 32,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,6239.562077,10.76129084
3097,Manglar Boca Coronado - Brava HNTS 33,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1343.994909,7.562398859
3098,Manglar Boca Coronado - Brava HNTS 34,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1542.638581,10.15963897
3099,Manglar Boca Coronado - Brava HNTS 35,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,2864.127092,24.35507212
3100,Manglar Boca Coronado - Brava HNTS 36,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1936.224111,4.402719457
3102,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1162.368856,7.608097191
3101,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2025.619873,17.26203521
3103,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1231.816597,8.16487656
3104,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1048.252735,4.83595056
3321,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2819.908763,14.384366
3174,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,7733.515037,35.95474397
3175,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,631.2871693,1.264156653
3105,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,54684.08299,655.2363141
3106,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1850.407564,8.285127146
3107,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1908.412424,13.26753778
3108,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,9469.895871,41.28883439
3109,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2516.346575,15.56786505
3110,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,5898.396713,61.26242638
3111,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,4138.215604,24.69158435
3112,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,617.7917754,1.401748068
3113,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,14390.25965,249.0818141
3114,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,388.7636538,0.6889529242
3115,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6892.490897,81.2064182
3116,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,570.2425125,2.080481631
3117,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,809.9057043,2.940899299
3118,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,5036.635653,30.33058427
3119,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,2286.022405,9.489602607
3120,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,512.8867861,1.228023634
3121,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,249.6873271,0.4190055561
3122,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,612.2705872,2.057562231
3123,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,4733.323625,14.57907398
3124,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,4239.13608,14.04767729
3125,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,2656.9595,28.12365494
3126,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1814.642763,5.784402187
3127,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,496.8099086,0.8871721795
3128,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,366.7948028,0.4714760678
3699,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,812.3059888,2.560573656
3129,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Peninsula de Osa,Estuarino,Manglar,Natural,235.0444991,0.3251622623
3130,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1665.802994,7.892506795
3131,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,824.0275594,3.077866011
3132,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,637.8497938,1.228735637
3133,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,198.4862181,0.1396146733
3134,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,3957.021681,5.796649663
3135,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,947.1192741,1.317496246
3136,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,705.4945487,1.720557035
3137,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,518.0668549,1.614328284
3138,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1631.613527,5.939078643
3139,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1475.682117,9.769565992
3140,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,629.3086938,2.558298745
3141,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,600.4497052,2.074748609
3142,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,7466.483518,48.33706805
3143,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2533.910483,9.943516501
3144,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1573.018567,6.956328184
3145,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1568.585877,10.75404771
4145,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1216.20427,6.182303
3146,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6184.210737,26.11037991
3147,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,3076.748611,8.763010534
3148,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,277.837693,0.4516248468
3149,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,629.2773508,1.731618351
3150,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,2482.123616,19.69103796
3151,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,4123.880087,42.70585129
3152,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,48311.74853,455.0494779
3153,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1125.109612,8.108204297
3154,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1072.775299,5.261965661
3155,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,784.8863012,1.812562877
3156,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,3330.570966,38.7779268
3157,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,617.7917754,1.40174829
3158,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,661.8277515,2.12547807
3159,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1016.329878,5.802838549
3160,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1316.437543,2.361604595
3161,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,11407.77771,55.1101754
3162,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,10137.04705,44.63783567
3163,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,266.6080589,0.3490815948
3164,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1341.259045,6.226246483
3165,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,10100.76106,38.63361304
3166,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,429.4740043,0.8966505845
3167,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,234.5541616,0.360045312
3168,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,528.125576,1.234021867
3169,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1461.672133,5.261606894
3170,Manglar Boca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,4875.073378,21.11888647
3171,Manglar Boca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,15371.78583,81.74229567
3172,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,1368.24621,8.437060593
3173,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,27498.50021,241.1087652
3176,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,1921.167259,12.6637813
3177,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Peninsula de Osa,Estuarino,Manglar,Natural,7670.861962,52.75570023
3178,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,10573.62249,58.53052242
3179,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,6455.175483,13.94271928
3180,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2918.285525,7.173918553
3181,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Dentro,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2997.976616,7.674177035
3182,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,2430.051492,12.13313843
3183,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,528.023056,1.364962527
3184,NegraforraBoca Brava Zacate - HNTS,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Terraba,Estuarino,Manglar,Natural,1537.499164,3.370209003
3185,NegraforraBoca Brava Zacate - HNTS,Area Silvestre Protegida,Parcialmente,Humedal,Terraba Sierpe,Terraba,Estuarino,Manglar,Natural,566.8685743,0.6926951034
