Formulario,nom_hum,reg_jur,asp,cat_manejo,nombre_asp,nom_cuenc,tipo_hum,clase_hum,nat_art,Perimetro_m,Area_Has
5852,Arrozal La Argentina,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Artificial,1755.414118,7.1536244
5848,Pinera Judas 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,2176.092106,5.693496908
5849,Pinera Judas 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,1322.378876,6.379517124
5853,Estero Mero 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Barranca,Palustre,Pantano herbaceo,Natural,525.9001466,1.05636946
5854,Finca Cabezas,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Barranca,Palustre,Pantano herbaceo,Natural,1731.826077,6.146251501
5855,Lagunas 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Artificial,299.531121,0.5514823279
5856,Lagunas 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,234.0433385,0.1771291756
5857,Cruce Bajo Caliente Cedral,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,463.5398212,0.6852181151
5858,Laguna Cedral,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Lacustre,Laguna,Artificial,207.491428,0.2844987942
5860,Finca Cubano 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Palustre,Pantano herbaceo,Natural,443.063014,1.081515579
5861,Camino a Zapotal,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Abangares,Lacustre,Laguna,Artificial,162.8287734,0.1336316701
5862,Camino Las Parcelas Zapotal,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Barranca,Lacustre,Laguna,Natural,128.3414596,0.08908099374
5863,Camino Lagunas 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Barranca,Palustre,Pantano herbaceo,Natural,238.3710705,0.3412700289
5864,Camino Lagunas 2 (Adrian Vargas),Area Silvestre Protegida,Dentro,Zona Protectora,Montes de Oro,Barranca,Palustre,Pantano herbaceo,Natural,68.14943877,0.03139006436
5865,Camino Lagunas 3,Area Silvestre Protegida,Dentro,Zona Protectora,Montes de Oro,Barranca,Palustre,Pantano herbaceo,Natural,374.8894033,0.5314331201
5866,Camino Lagunas 4,Area Silvestre Protegida,Dentro,Zona Protectora,Montes de Oro,Abangares,Palustre,Pantano herbaceo,Natural,318.789139,0.2918193588
5867,Camino Lagunas 5,Area Silvestre Protegida,Dentro,Zona Protectora,Montes de Oro,Abangares,Palustre,Pantano herbaceo,Natural,133.4853703,0.1069653085
5868,Humedal Poro 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,1411.020927,2.518415144
5869,Humedal Poro 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,385.1048759,0.5164646691
5870,Humedal Poro 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,845.6014093,1.215176726
5871,Humedal Poro 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,713.8007022,0.700801886
5872,Humedal Poro 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,777.0417154,2.258294088
5873,Humedal Poro 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,447.8298577,0.8037094145
5874,Humedal Poro 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,548.7774902,1.354036427
5875,Humedal Poro 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,973.7166644,1.638006868
5876,Humedal Poro 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,283.1353867,0.360851921
5877,Humedal Poro 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,242.5588525,0.2004809587
5878,Humedal Poro 11,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,5493.798524,15.95005875
5879,Humedal Poro 12,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,394.0423749,0.6396887912
5880,Humedal Poro 13,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano arbolado,Natural,125.8265531,0.1050234258
5881,Laguna Primavera,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Natural,1218.8264,3.549862298
5882,Palustre Primavera 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,474.8276451,0.7219975866
5883,Palustre Primavera 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,334.5354814,0.3094779128
5884,Palustre Primavera 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1920.589336,2.172685359
5885,Palustre Primavera 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,440.5885882,0.3642535078
5886,Palustre Primavera 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,101.3000208,0.06301497644
5887,Palustre Primavera 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,556.0262492,0.6390873447
5888,Palustre Primavera 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,76.61314506,0.04313185561
5889,Humedal Primavera 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,222.5274976,0.2283338521
5890,Humedal Primavera 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,103.6521728,0.03968196351
5891,Humedal Tournon,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,161.5252462,0.08259505039
5892,Palustre Camino Tapezco 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,152.204795,0.08719381969
5893,Palustre Camino Tapezco 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1137.581183,1.33217657
5894,Palustre Camino Tapezco 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,287.4013758,0.3681543469
5895,Palustre Camino Tapezco 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2406.700249,5.0638687
5896,Laguna Cocotales,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Natural,71.23446953,0.03732985048
5897,Palustres Tapezco 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2963.816172,3.056748738
5901,Palustres Tapezco 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,343.2267012,0.4397198347
5898,Palustres Tapezco 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,6028.532205,16.66141119
5899,Palustres Tapezco 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2617.189947,1.618139894
5900,Palustres Tapezco 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1093.440862,0.9427374917
5907,Tapezco 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,660.7827828,0.5923618506
5905,Tapezco 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,243.7722886,0.2397219914
5906,Tapezco 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,935.3211475,0.7060761948
5908,Laguna La Alemana 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Natural,437.856762,0.328245162
5909,Laguna La Alemana 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Natural,658.1809948,0.9998257934
5910,Humedal La Alemana 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,557.1259867,1.116545954
5911,Humedal La Alemana 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,332.864847,0.544832144
5912,Humedal La Alemana 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,721.2394084,1.76926827
5913,Humedal Tapezco 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,762.6035892,1.044556385
5914,Humedal Tapezco 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,331.629939,0.544958322
5915,Humedal Tapezco 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,298.6088492,0.2895127344
5916,Humedal Tapezco 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1237.347748,1.712045085
5917,Humedal Tapezco 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,2624.829284,5.385395269
5918,Humedal Tapezco 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,3242.439276,9.947993815
5919,Humedal Tapezco 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,258.5205625,0.4445729208
5920,Humedal Tapezco 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,967.712452,3.558258418
5921,Humedal Tapezco 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,541.6737745,0.8478768426
5922,Humedal Tapezco 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,3312.646132,12.19747803
5923,Humedal Tapezco 11,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,256.7127117,0.4161503918
5924,Humedal Tapezco 12,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,311.1007559,0.5924960555
5925,Humedal Tapezco 13,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1727.376267,1.480421455
5926,Humedal La Paleta 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Natural,93.46118457,0.03858456832
5927,Humedal La Paleta 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Lacustre,Laguna,Natural,88.34238199,0.05838281026
5928,Humedal Porvenir 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,466.6782378,0.5626732218
5929,Humedal Porvenir 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1068.06187,2.146620171
5930,Humedal Porvenir 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,335.6806842,0.2438621967
5931,Humedal Porvenir 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1526.750069,1.713177241
5932,Humedal Porvenir 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,415.0196355,0.2398479203
5933,Humedal Porvenir 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,232.5318356,0.2569992361
5934,Humedal Porvenir 7,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,249.7108015,0.3092617549
5937,Humedal Porvenir 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,425.4197455,0.2455412466
5936,Humedal Porvenir 9,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,3217.271287,7.793242178
5935,Humedal Porvenir 8,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,1023.128791,2.772653124
5938,Estero Mero 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Barranca,Palustre,Pantano herbaceo,Natural,3756.228124,32.17790781
5939,Estero Mero 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Barranca,Palustre,Pantano herbaceo,Natural,975.6838113,1.593282924
5940,Palustre Cano Zapote,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,"Pantano arbolado (sangrillo, cativo, yolillo)",Natural,8648.562709,133.8051211
5941,Yolillal Cano Zapote,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano arbolado (yolillo),Natural,8140.384619,74.60267606
5487,Humedal Santa Lucia 10,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tortuguero,Palustre,Pantano herbaceo,Natural,241.9930357,0.304061572
5948,Yolillal Cano Zapota 1,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano arbolado (yolillo),Natural,69580.73834,1675.210196
5942,Palustre Cano Zapota 2,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,"Pantano arbolado (sangrillo, cativo, yolillo)",Natural,5845.473797,66.78311195
5943,Palustre Cano Zapota 3,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,"Pantano arbolado (sangrillo, cativo, yolillo)",Natural,13057.02853,157.97532
5944,Palustre Cano Zapota 4,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,"Pantano arbolado (sangrillo, cativo, yolillo)",Natural,1754.453292,9.305521752
5945,Humedal Zapota 1,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,32909.02768,873.829337
5947,Yolillal Cano Zapota 2,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano arbolado (yolillo),Natural,3319.69549,22.35216508
2790,Laguna Cahue,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Lacustre,Laguna,Natural,4785.838976,15.26844437
5949,Laguna Pequena,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,400.5918304,0.9672342317
5950,Punta Leona 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,710.790569,2.137722254
5952,Los Suenos 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,82.87917823,0.04390607835
5953,Los Suenos 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,129.1904786,0.1112260022
5954,Los Suenos 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,210.5864614,0.2793682564
5955,Los Suenos 4,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,169.912554,0.1563554653
5956,Los Suenos 5,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,116.3028911,0.09605685988
5957,Los Suenos 6,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,345.7576125,0.4962907274
5951,Punta Leona 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,207.1770076,0.1602994054
5958,Boulevard Jaco 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,1693.911737,3.013064734
5959,Boulevard Jaco 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,924.9680453,1.242844313
5960,Jaco 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,1373.903071,10.15744669
5961,Laguna Pochotal,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,7658.952923,85.23386603
5962,El Triangulo 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,1243.496617,4.820741022
5963,El Triangulo 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,1317.402169,9.636896334
5964,Arrozal Mistico 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,2521.078748,8.293489604
5972,Majagua Mistico,Propiedad privada / En posesion,Parcialmente,Refugio de Vida Silvestre Estatal,Playa Hermosa - Punta Mala,Tusubres,Estuarino,Manglar,Natural,1795.930724,4.926210548
5970,Laguna Mistico 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Artificial,2632.577028,3.909029131
5971,Palustre Mistico 2,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,1211.681705,3.775041943
5969,Laguna Mistico 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Lacustre,Laguna,Natural,653.5088518,1.230156495
5968,Palustre Mistico 1,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,765.056487,2.081105593
5967,Arrozal Mistico 4,Propiedad privada / En posesion,Parcialmente,Refugio de Vida Silvestre Estatal,Playa Hermosa - Punta Mala,Tusubres,Palustre,Pantano herbaceo,Natural,1119.122098,3.971939865
5966,Arrozal Mistico 3,Propiedad privada / En posesion,Fuera,N/A,Fueras ASP,Tusubres,Palustre,Pantano herbaceo,Natural,7468.080835,121.1545343
5965,Arrozal Mistico 2,Propiedad privada / En posesion,Parcialmente,Refugio de Vida Silvestre Estatal,Playa Hermosa - Punta Mala,Tusubres,Palustre,Pantano herbaceo,Natural,1750.191008,9.689881945
5983,Yolillal Cano Zapota 5,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano arbolado (yolillo),Natural,1415.656441,8.258024245
5984,Yolillal Cano Zapota 6,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano arbolado (yolillo),Natural,2397.531337,19.97856911
5985,Yolillal Cano Zapota 7,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano arbolado (yolillo),Natural,1961.467792,12.9146424
5974,Humedal Isla Buena Vista 1,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,1934.69027,7.070672048
5975,Humedal Isla Buena Vista 2,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,2292.191176,14.70469101
5977,Palustre Buena Vista 1,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,"Pantano arbolado (sangrillo, cativo)",Natural,7887.32561,32.97714506
5976,Humedal Isla Buena Vista 3,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,5042.80748,23.87105264
5978,Palustre Buena Vista 2,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,"Pantano arbolado (sangrillo, cativo)",Natural,6902.307315,17.72407299
5980,Humedal Puerto Lindo 1,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,11561.37959,134.7948688
5981,Humedal Puerto Lindo 2,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,933.927068,4.457040144
5982,Humedal Puerto Lindo 3,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Palustre,Pantano herbaceo,Natural,1503.885209,8.035368852
2782,Laguna Yaki 3,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Lacustre,Laguna,Natural,1624.994992,1.812504625
2780,Laguna Yaki 1,Area Silvestre Protegida,Dentro,Refugio Nacional de Vida Silvestre Mixto,Barra del Colorado,Chirripo,Lacustre,Laguna,Natural,5893.843553,14.1011431
