Formulario,nom_hum,Bosques,Charr_Taco,Sabanas,Reforest,Gan_Intens,Gan_Extens,Agricult,Tipo_Agr,Acuacult,Pesca,Moluscos,Extr_Recur,Infraestr,Turism_Com,Transp_Acu,Industria,Otros,IV,Shape_Area
,,0.5,0.3,0.3,0.1,-0.5,-0.2,-0.4,,0.1,0.1,-0.1,-0.3,-0.5,-0.1,-0.1,-0.2,,,
,,BO,CT,SA,RE,GI,GE,AG,,AC,PE,MO,EX,IN,TU,TR,ID,OT,,
1619,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,20.71005051000
1620,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.45959371004
1621,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,29.73505750820
1622,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.63803364540
1623,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,38.81008804230
1624,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,28.43048246440
1625,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,14.19335913070
1626,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.79929624150
1627,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,22.40901453590
1628,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.78501580300
1629,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,5.66291588825
1630,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,78.56742640270
1631,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,23.40377166390
1632,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,79.30677277660
1633,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,30.10223497510
1634,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,30.50524301380
1635,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,66.89075535990
1636,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,40.62916690200
1637,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,22.56447100020
1638,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,18.24189899780
1639,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,71.39341336500
1640,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,63.91160699740
1641,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,35.70802202910
1642,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,37.25395069240
1643,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.27064864107
1644,Humedales sector Uran,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,23.52135250140
1645,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,386.35635287400
1646,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,74.23972854940
1647,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.94536253406
1648,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,27.89692362970
1649,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.68392659493
1650,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.24454086420
1651,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.50934315880
1652,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,13.60694260460
1653,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,326.54442903100
1654,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,207.71807086500
1655,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,16.70529722510
1656,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,99.44181359430
1657,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,51.37527858810
1658,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,141.18851051000
1659,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,46.17738268250
1660,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,27.53137453840
1661,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.14180588278
1662,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.44904830947
1663,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,9.32325376496
1664,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.87672701570
1665,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.03676236817
1666,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.50678533420
1667,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.74825697009
1668,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,15.70827019850
1669,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.56161697068
1670,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,191.98807056100
1671,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,9.83649590115
1672,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.70157618751
1673,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,17.00827194380
1674,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,15.77079000670
1675,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.99485726998
1676,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,24.40899497910
1677,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.46098266070
1678,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.67962002500
1679,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.50525009626
1680,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,67.54333993400
1681,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.31198480486
1682,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.25412792265
1683,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.97360296023
1684,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.14441391559
1685,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.40936650170
1686,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.97503963539
1687,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.94936094009
1688,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.41240392046
1689,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,5.50888835714
1690,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,69.43250141460
1691,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.01093398145
1692,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,38.58823701170
1693,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.00834833536
1694,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.97170044160
1695,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.03336587060
1696,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.42340533179
1697,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.96502238061
1698,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.50679623614
1699,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.90669086392
1700,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.31829856187
1701,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.14492156338
1702,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,16.20688503870
1703,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.46681425013
1704,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.25325716022
1705,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.63022153883
1706,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.85672783390
1707,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,16.14208395220
1708,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.83507531988
1709,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.33689812924
1710,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,17.63695779530
1711,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.72659476429
1712,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.28398379689
1713,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.16153837946
1714,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,272.40061847900
1715,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,32.47905212340
1716,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,13.00037100660
1717,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.29834696622
1718,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,38.35093159170
1719,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,309.71305904100
1720,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,310.64494382700
1721,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,153.63447031800
1722,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,33.75367707010
1723,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,19.97472883540
1724,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,40.28792277740
1725,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,91.71402010130
1726,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,16.95355003430
1727,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.81534247986
1728,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.41188104082
1729,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,45.04636614250
1730,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,15.38091644810
1731,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,24.86316538240
1732,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,21.34091365260
1733,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.55438080790
1734,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.37548672181
1735,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,24.33915661610
1736,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.84844149574
1737,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.38815425902
1738,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,68.32508211620
1739,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.27902616896
1740,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.26461699289
1741,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.75508046982
1742,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,9.00689765887
1743,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,17.68466860010
1744,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,77.69878750820
1745,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,63.59691274410
1746,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.95618836248
1747,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,52.40778241130
1748,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,48.75178089620
1749,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,13.44052242480
1750,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,17.06329626270
1751,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,72.72109406750
1752,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,21.05801129370
1753,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.01045024316
1754,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,5.21644581888
1755,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,58.07400038690
1756,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,47.66777556280
1757,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,21.55880541660
1758,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,15.13442483330
1759,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.43963423036
1760,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,12.20955121640
1761,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.05806871461
1762,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.70500359999
1763,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.05461596451
1764,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,9.21375866997
1765,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.15464993867
1766,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.13102659438
1767,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.51334925990
1768,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.52180737676
1769,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.67338217880
1770,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.35478548196
1771,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,5.68778996638
1772,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.55893184031
1773,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.05375674810
1774,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,23.03255936560
1775,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,19.94921070140
1776,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.13889648576
1777,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.61588503160
1778,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.02077547794
1779,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,19.91495247550
1780,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.25340932391
1781,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,26.47229348320
1782,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.33539914130
1783,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,27.86140121130
1784,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.20127156760
1785,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,94.57888410840
1786,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,30.42144189490
1787,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,14.13811240540
1788,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,18.41602244220
1789,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.48627033369
1790,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.74288934921
1791,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,23.40074627620
1792,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.51498288606
1793,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.47422439056
1794,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.16700419513
1795,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.13844712609
1796,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.67101071065
1797,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.68867253035
1798,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.69772804023
1799,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.74345128510
1800,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.34373117957
1801,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.87744267624
1802,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.73737126524
1803,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.70634652083
1804,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.51437808471
1805,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.70693212449
1806,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.51736155530
1807,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.53273552978
1808,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.34621099125
1809,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,0.60943300064
1810,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,22.06629343620
1811,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,652.38285803900
1812,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,149.55830131300
1813,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,19.07376819210
1814,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,30.69753615820
1815,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.55998500769
1816,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,13.90511805040
1817,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,53.24251975040
1818,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,29.77645553490
1819,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.71033111656
1820,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,323.12592607600
1821,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,12.04174332030
1822,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,18.98606252840
1823,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.41018914094
1824,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,30.44758920430
1825,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,19.78204676700
1826,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,51.28655527470
1827,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,10.14632420930
1828,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.15716012956
1829,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.73702174770
1830,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.34252462048
1831,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,42.20379541870
1832,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.59154623750
1833,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.68807580049
1834,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,14.50692090790
1835,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.36763357039
1836,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,1.93811310565
1837,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.70207878027
1838,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.88606998454
1839,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.19016815122
1840,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,3.36372882772
1841,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.44019385294
1842,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,19.99865777510
1843,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.10348999573
1844,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.22953882932
1845,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,22.11026527330
1846,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,57.76721990820
1847,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,274.09047717000
1848,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,2.92818066514
1849,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,7.30058640788
1850,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,12.20606288530
1851,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,5.87712078140
1852,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.58139906857
1853,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,4.88050690914
1854,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.45676097075
1855,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,5.26451877262
1856,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.48078593153
1857,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,8.54001998652
1858,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,6.72877607308
1859,Humedales cerro Ena,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,,0.40,11.68853774690
