Formulario,Name,AREA,PERIMETER,BE,RE,PR,DR,GP,PI,SE,AR,SD,CO,CL,CU,FQ,IBE,IA,IT,IA,TW,ST,INDEX,INDEX,XX
5868,Humedal Poro 1,25184.15144,1411.020754,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9860.553578,3382.031534,14.91408729,0,0
5869,Humedal Poro 2,5164.646691,385.104801,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9714.25302,3131.200266,14.69280769,0,0
5870,Humedal Poro 3,12151.76726,845.60164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9722.19477,3006.559069,14.70481959,0,0
5871,Humedal Poro 4,7008.01886,713.800805,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9569.089763,2846.642861,14.47324827,0,0
5872,Humedal Poro 5,22582.94088,777.041618,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9736.155601,2949.403466,14.72593535,0,0
5873,Humedal Poro 6,8037.094145,447.829895,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9487.665496,2671.388019,14.35009406,0,0
5874,Humedal Poro 7,13540.36427,548.777433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9315.36379,2483.34937,14.08948773,0,0
5875,Humedal Poro 8,16380.06868,973.716519,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9043.681588,2177.887246,13.6785684,0,0
5876,Humedal Poro 9,3608.51921,283.135355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9217.361506,2408.506456,13.94125928,0,0
5877,Humedal Poro 10,2004.809587,242.558916,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9106.916551,2313.920012,13.77421128,0,0
5878,Humedal Poro 11,159500.5875,5493.799027,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9809.678194,3060.710636,14.83713827,0,0
5879,Humedal Poro 12,6396.887912,394.0425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9605.886639,2760.286161,14.52890354,0,0
5880,Humedal Poro 13,1050.234258,125.826415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,9056.684673,2261.984373,13.69823557,0,0
5881,Laguna Primavera,35498.62298,1218.826611,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9506.449532,2705.775801,0,0,0
5882,Palustre Primavera 1,7219.975866,474.827598,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8816.911986,1958.788105,13.33557938,0,0
5883,Palustre Primavera 2,3094.779128,334.535368,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8945.239546,2120.212557,13.52967481,0,0
5884,Palustre Primavera 3,21726.85359,1920.589028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8609.441537,1797.761971,13.02178032,0,0
5885,Palustre Primavera 4,3642.535078,440.5885,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8488.225459,1656.690457,12.83844101,0,0
5886,Palustre Primavera 5,630.149764,101.30019,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8682.21908,1821.035656,13.13185636,0,0
5887,Palustre Primavera 6,6390.873447,556.02628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8574.734512,1863.274198,12.96928595,0,0
5888,Palustre Primavera 7,431.318556,76.613059,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,8749.762214,2039.141452,13.23401535,0,0
5889,Humedal Primavera 1,2283.338521,222.527598,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,7918.994446,1560.449473,-96.90869453,494.9371529,0.1889142595
5890,Humedal Primavera 2,396.819635,103.652214,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,7872.225661,1581.943235,-96.33636153,492.0141038,0.1877985509
5891,Humedal Tournon,825.950504,161.525205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7691.935317,1544.858219,0,0,0
5892,Palustre Camino Tapezco 1,871.938197,152.204796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11493.37765,5261.889052,0,0,0
5893,Palustre Camino Tapezco 2,13321.7657,1137.581298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11449.40586,5174.626832,0,0,0
5894,Palustre Camino Tapezco 3,3681.543469,287.401387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11683.5059,5425.761798,0,0,0
5895,Palustre Camino Tapezco 4,50638.687,2406.700217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11120.38821,4855.490801,0,0,0
5896,Laguna Cocotales,373.298505,71.234474,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,11509.84819,5191.795421,-140.8517672,719.3655116,0.2745770895
5897,Palustres Tapezco 1,30567.48738,1203.77554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,11698.67416,5239.878216,17.69424466,0,0
5898,Palustres Tapezco 2,166614.1119,6028.531948,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,11348.23672,4764.099885,17.16420803,0,0
5899,Palustres Tapezco 3,16181.39894,2017.01783,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,12374.38122,5670.324504,18.71625159,0,0
5900,Palustres Tapezco 4,9427.374917,1093.44071,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,12003.30988,5062.425118,18.15500619,0,0
5901,Palustres Tapezco 5,4397.198347,343.226715,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,11544.97337,5091.043917,17.46177222,0,0
5902,Palustres Tapezco 6,294250.9202,2458.287767,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.11,-0.11,-0.01375,11267.3129,4643.827746,17.04181077,0,0
5903,Campoverde 6,354743.3114,9024.853904,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,10207.78527,1395.532286,-124.9177722,637.9865793,0.2435152857
5904,Laguna Bocas del Cielo 14,601.488137,104.287463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7846.498394,7167.072567,0,0,0
5905,Tapezco 1,2397.219914,243.772297,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,12940.34493,5827.200197,78.28908682,0,0
5906,Tapezco 2,7060.761948,935.321274,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,13105.01436,5822.569282,79.28533688,0,0
5907,Tapezco 3,5923.618506,660.78268,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.22,-0.22,-0.0275,12922.41191,5624.06086,78.18059203,0,0
5908,Laguna La Alemana 1,3282.45162,437.856861,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13419.86545,5580.749166,0,0,0
5909,Laguna La Alemana 2,9998.257934,658.180972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13351.78391,5748.2509,0,0,0
5910,Humedal La Alemana 1,11165.45954,557.126262,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,13720.00666,5512.815773,20.75151007,0,0
5911,Humedal La Alemana 2,5448.32144,332.864928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,14323.16092,5420.77173,21.66378088,0,0
5912,Humedal La Alemana 3,17692.6827,721.23939,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,14372.79952,5490.549878,21.73885927,0,0
5913,Humedal Tapezco 1,10445.56385,762.603626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15051.94287,5667.18879,22.76606359,0,0
5914,Humedal Tapezco 2,5449.58322,331.629969,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15121.22479,5835.00135,22.87085249,0,0
5915,Humedal Tapezco 3,2895.127344,298.608901,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15231.77928,5918.857057,23.03806617,0,0
5916,Humedal Tapezco 4,17120.45085,1237.34766,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15292.55811,5777.214269,23.12999414,0,0
5917,Humedal Tapezco 5,53853.95269,2624.829546,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15415.68662,5617.281162,23.31622602,0,0
5918,Humedal Tapezco 6,99479.93815,3242.438914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,14999.4696,5253.811978,22.68669777,0,0
5919,Humedal Tapezco 7,4445.729208,258.520594,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,16105.24298,6004.572712,24.35918001,0,0
5920,Humedal Tapezco 8,35582.58418,967.712607,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15869.03823,5778.333564,24.00192032,0,0
5921,Humedal Tapezco 9,8478.768426,541.673834,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,16136.96071,5787.121099,24.40715307,0,0
5922,Humedal Tapezco 10,121974.7803,3312.6458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15591.7552,3987.861188,23.58252974,0,0
5923,Humedal Tapezco 11,4161.503918,256.712774,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,16114.6276,4336.812184,24.37337425,0,0
5924,Humedal Tapezco 12,5924.960555,311.100799,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,16366.41079,4553.874195,24.75419632,0,0
5925,Humedal Tapezco 13,14804.21455,1727.376317,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,15312.11284,3333.336123,23.15957067,0,0
5926,Humedal La Paleta 1,385.845683,93.461136,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15020.29789,5456.761939,0,0,0
5927,Humedal La Paleta 2,583.828103,88.342342,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15079.98179,5280.016683,0,0,0
5928,Humedal Porvenir 1,5626.732218,466.678164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12884.36511,1272.770331,19.48760223,0,0
5929,Humedal Porvenir 2,21466.20171,1068.061891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12812.91272,932.038607,19.37953048,0,0
5930,Humedal Porvenir 3,2438.621967,335.680499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12614.55454,1292.177014,19.07951374,0,0
5931,Humedal Porvenir 4,17131.77241,1526.750032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12519.01614,881.712536,18.93501191,0,0
5932,Humedal Porvenir 5,2398.479203,415.019638,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12510.45319,1400.456572,18.92206044,0,0
5933,Humedal Porvenir 6,2569.992361,232.531804,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,13047.72408,1325.635908,19.73468267,0,0
5934,Humedal Porvenir 7,3092.617549,249.710869,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,12686.07806,661.530274,19.18769306,0,0
5935,Humedal Porvenir 8,27726.53124,1023.128633,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,13200.75111,1674.559355,19.96613605,0,0
5936,Humedal Porvenir 9,77932.42178,3217.271147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,13254.25191,1680.494692,20.04705601,0,0
5937,Humedal Porvenir 10,2455.412466,425.419707,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,13221.91956,1079.709362,19.99815334,0,0
5938,Estero Mero 2,321779.0781,3756.228007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,3664.06563,1104.842038,-44.83900315,229.0041019,0.08740936112
5939,Estero Mero 3,15932.82924,1409.582176,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,3470.433201,635.223775,-42.4694263,216.9020751,0.08279009699
5940,Palustre Cano Zapote,1338051.211,8648.563104,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15702.41076,222.645652,0,0,0
5941,Yolillal Cano Zapote,746026.7606,8140.384641,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,15550.65758,2.69561,0,0,0
5942,Palustre Cano Zapota 2,667831.1195,5845.473798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10109.96614,6108.548608,0,0,0
5943,Palustre Cano Zapota 3,1579753.2,13057.02848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13656.36556,16.714262,0,0,0
5944,Palustre Cano Zapota 4,93055.21752,1754.453337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16142.73103,785.909818,0,0,0
5945,Humedal Zapota 1,8738297.58,32909.02739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12813.43465,28.483816,0,0,0
5946,Yolillal Isla Brava 4,843383.1581,8139.059644,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7443.607596,3631.639426,0,0,0
5947,Yolillal Cano Zapota 2,223521.6508,3319.695491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14241.00028,4743.595896,0,0,0
5948,Yolillal Cano Zapota 1,16752101.96,69580.73804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7087.911689,55.478308,0,0,0
5949,Laguna Pequena,9672.342317,400.591727,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,4908.801039,778.03221,-60.07145271,306.8000649,0.1171035691
5950,Punta Leona 1,21377.22254,710.790602,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,6407.190128,411.774081,38.76350027,0,0
5951,Punta Leona 2,1602.994054,207.177147,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,6392.381953,244.076089,38.67391082,0,0
5952,Los Suenos 1,439.060783,82.879138,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5973.358788,2145.937909,0,373.3349243,0.1424994878
5953,Los Suenos 2,1112.260022,129.190494,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5895.638118,2181.545233,0,368.4773824,0.1406453959
5954,Los Suenos 3,2793.682564,210.586462,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,5999.735042,2361.156794,0,374.9834401,0.1431287154
5955,Los Suenos 4,1563.554653,169.912641,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6525.807718,2174.32833,0,407.8629824,0.1556786207
5956,Los Suenos 5,960.568599,116.30289,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6474.381541,2226.411356,0,404.6488463,0.1544518061
5957,Los Suenos 6,4962.907274,345.757671,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,6386.680726,2096.643819,0,399.1675454,0.1523596295
5958,Boulevard Jaco 1,30130.64734,1693.911871,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2462.897441,1365.094331,0,0,0
5959,Boulevard Jaco 2,12428.44313,924.968138,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,2835.038553,1214.832903,0,0,0
5960,Jaco,101574.4669,1373.902938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,164.943411,278.417066,0,0,0
5961,Laguna Pochotal,852338.6603,6340.15985,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.22,-0.22,-0.0275,4294.74861,16.198524,25.98322909,0,0
5962,El Triangulo 1,48207.41022,1273.995858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.11,-0.11,-0.01375,6005.74362,1433.322544,9.083687225,0,0
5963,El Triangulo 2,96368.96334,1317.401985,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.11,0.89,0.11125,6426.676039,1706.226644,-78.64644803,401.6672524,0.1533137513
5964,Arrozal Mistico 1,82934.89604,2521.078931,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.22,0.78,0.0975,7046.254343,2251.37744,-151.1421557,880.7817929,0.3361886236
5965,Arrozal Mistico 2,96898.81945,1750.191057,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.22,0.78,0.0975,7563.617793,1696.182876,-162.2396017,945.4522241,0.3608729023
5966,Arrozal Mistico 3,1211545.343,4047.748311,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.22,0.78,0.0975,5967.436281,610.622511,-128.0015082,745.9295351,0.2847164028
5967,Arrozal Mistico 4,39719.39865,1119.122138,1,0,0,0,0,0,0,0,0,1,0,1,0,1,-0.22,0.78,0.0975,7842.248462,1684.843978,-168.2162295,980.2810578,0.3741668392
5968,Palustre Mistico 1,20811.05594,765.056647,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8095.23707,1038.5019,0,0,0
5969,Laguna Mistico 1,12301.56495,653.508748,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7896.792915,756.813114,0,0,0
5970,Laguna Mistico 2,39090.29131,2632.57703,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.125,8427.26799,1011.706492,0,526.7042494,0.2010395515
5971,Palustre Mistico 2,37750.41943,1211.681552,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8035.483506,581.109031,0,0,0
5972,Majagua Mistico,49262.10548,1795.930459,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7209.339634,2299.369247,0,0,0
5973,Palustre Laguna Garza,2471852.559,21373.67972,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11586.75358,4930.677725,0,0,0
5974,Humedal Isla Buena Vista 1,70706.72048,1934.690184,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13761.67636,1320.5595,0,0,0
5975,Humedal Isla Buena Vista 2,147046.9101,2292.19116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13248.89215,1036.137864,0,0,0
5976,Humedal Isla Buena Vista 3,238710.5264,5042.807682,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12638.10153,231.803982,0,0,0
5977,Palustre Buena Vista 1,329771.4506,7887.325557,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13144.89436,873.599834,0,0,0
5978,Palustre Buena Vista 2,177240.7299,6902.307533,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12502.32414,131.409173,0,0,0
5979,Yolillal Puerto Lindo,1556827.127,13113.32204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10981.99239,9.521033,0,0,0
5980,Humedal Puerto Lindo 1,1347948.688,13113.32204,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9506.64564,91.739117,0,0,0
5981,Humedal Puerto Lindo 2,44570.40144,13113.32204,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12367.59085,530.701221,0,0,0
5982,Humedal Puerto Lindo 3,80353.68852,13113.32204,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11251.91431,1372.095379,0,0,0
5983,Yolillal Cano Zapota 5,82580.24245,1415.656489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13831.00935,150.040038,0,0,0
5984,Yolillal Cano Zapota 6,199793.396,2397.531342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14752.57109,649.839467,0,0,0
5985,Yolillal Cano Zapota 7,129146.424,1961.467809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14400.81926,312.868434,0,0,0
5986,Laguna Leona 1,110551.0482,2231.898145,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12627.68108,6077.799173,0,0,0
5987,Laguna Leona 2,10246.23859,487.191429,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12414.25872,6562.853756,0,0,0
5988,Humedal Leona 1,579294.1668,7305.088835,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12276.69067,5485.22618,0,0,0
5989,Humedal Leona 2,36290.1876,1465.442102,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,12132.5517,6889.506337,0,0,0
5990,Palustre Buena Vista 3,6095052.457,46295.65593,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11491.48177,3680.165131,0,0,0
5991,Palustre Buena Vista 4,3365933.6,13988.13277,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9784.299379,369.827719,0,0,0
5992,Palustre Buena Vista 5,1298547.935,10950.07258,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9586.6369,3947.387006,0,0,0
5993,Humedal Isla Brava 1,1951554.93,25367.2075,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8980.649216,1434.618679,0,0,0
5994,Humedal Isla Brava 2,765767.7345,14427.07932,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14073.08807,4790.162684,0,0,0
5995,Humedal Isla Brava 3,72124.80119,2653.744019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14597.07677,4221.093002,0,0,0
5996,Humedal Isla Brava 4,148580.5824,2611.934882,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14235.25489,3280.439542,0,0,0
5997,Humedal Isla Brava 5,24977.70754,837.26527,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14164.35173,5038.586763,0,0,0
5998,Humedal Isla Brava 6,16149.98567,983.1114,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14413.29437,4667.097791,0,0,0
5999,Humedal Isla Brava 7,44091.65056,2347.380199,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,14027.98006,4308.808758,0,0,0
6000,Humedal Isla Brava 8,353847.1982,10694.6637,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11118.59652,4021.086864,0,0,0
6001,Humedal Isla Brava 9,105219.0699,2874.656022,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11396.91829,3337.866648,0,0,0
6002,Humedal Isla Brava 10,533705.9959,8080.726037,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9747.459502,3433.136301,0,0,0
6003,Laguna Isla Brava 1,11804.5353,722.314584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11673.97455,5280.699043,0,0,0
6004,Laguna Isla Brava 2,44287.53274,1206.810852,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11373.3681,4303.962798,0,0,0
6005,Laguna Isla Brava 3,12896.73308,885.770157,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11598.8872,3378.645435,0,0,0
6006,Yolillal Isla Brava 1,200322.6996,3654.744725,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11179.77724,4136.279225,0,0,0
6007,Yolillal Isla Brava 2,917156.9915,7884.800787,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,13936.37251,4244.270921,0,0,0
6008,Yolillal Isla Brava 3,23436009.65,76302.20363,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,9003.391368,1099.73443,0,0,0
6009,Palustre Isla Brava 1,487031.7681,5388.997749,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7546.436469,3693.133421,0,0,0
6010,Palustre Isla Brava 2,708111.318,5242.763519,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7338.780933,4336.669894,0,0,0
6011,Humedal Isla Brava 12,44516.2832,1416.577584,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,8489.303685,3663.909559,0,0,0
6012,Humedal Isla Brava 10,43554.59108,1155.479846,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7604.025894,4566.910347,0,0,0
6013,Yolillal  Mirador 1,46618.9146,1000.379125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7665.523203,7390.990915,0,0,0
6014,Yolillal  Mirador 2,227283.5264,3364.515624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6618.659803,6327.022599,0,0,0
6015,Yolillal  Mirador 3,133075.4976,1961.779525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7171.034698,6902.062885,0,0,0
6016,Laguna Mirador,7034.325769,363.259472,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5219.114077,4842.968562,0,0,0
6017,Yollilal Mirador 4,19688958.8,88112.69668,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,4443.080909,3993.788309,0,0,0
6018,Palustre Mirador,3595483.081,18752.88781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243.192795,2931.455494,0,0,0
6019,Humedal Rio Chirripo 1,20909.3752,814.518765,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6479.624317,6064.619002,0,0,0
6020,Humedal Rio Chirripo 2,31342.29038,1750.381405,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6447.228729,5567.265221,0,0,0
6021,Humedal Rio Chirripo 3,69790.99169,2615.203732,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6377.459326,5850.141214,0,0,0
6022,Humedal Rio Chirripo 4,247352.9002,2682.844839,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,5543.071177,4895.156038,0,0,0
6023,Humedal Rio Chirripo 5,13658.24263,546.760294,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,6201.436966,5705.301558,0,0,0
6024,Humedal Rio Chirripo 6,166228.8903,2472.442545,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3915.814717,3444.669819,0,0,0
6025,Humedal Rio Chirripo 7,103923.5821,3195.390143,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,3456.188462,2874.640214,0,0,0
6026,Humedal Rio Chirripo 8,277781.6453,8016.797231,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11131.32505,6312.719873,0,0,0
6027,Laguna Rio Chirripo,10785.60152,574.16849,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,11473.29308,7121.143691,0,0,0
6028,Palustre Rio Chirripo 1,2029893.447,16118.10626,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.125,7888.163229,3867.710838,0,0,0
